sample_id,is_correct,image_score,text_score,category
315,True,1.0,1.0,Object
316,False,0.5,0.5,Relation
317,False,0.5,0.5,Relation
320,False,0.5,0.5,Object
321,True,1.0,1.0,Both
322,False,0.5,0.5,Object
323,False,0.0,0.0,Object
324,False,0.5,0.5,Object
325,False,0.0,0.5,Both
326,False,0.0,0.5,Relation
327,False,0.5,0.5,Both
329,False,0.0,0.0,Relation
330,False,0.0,0.0,Relation
331,False,0.0,0.5,Relation
332,False,0.5,0.5,Object
333,False,0.5,0.5,Both
334,False,0.5,0.5,Both
335,False,0.0,0.5,Relation
336,False,0.0,0.0,Relation
337,False,0.0,0.0,Both
338,False,0.5,0.5,Relation
339,False,0.5,0.5,Object
340,False,0.0,0.0,Relation
341,False,0.0,0.0,Relation
342,False,0.0,0.5,Both
343,False,0.5,0.5,Relation
344,False,0.0,0.0,Object
345,False,0.0,0.0,Relation
346,False,0.5,0.5,Relation
347,False,0.0,0.0,Relation
348,False,0.0,0.0,Relation
349,False,0.5,0.5,Object
350,False,0.0,0.0,Both
351,False,0.0,0.5,Both
352,False,0.5,0.0,Object
353,False,0.5,0.5,Relation
354,True,1.0,1.0,Object
355,False,0.0,0.0,Relation
356,False,0.0,0.0,Relation
357,False,0.0,0.0,Relation
358,True,1.0,1.0,Relation
359,False,0.5,0.5,Relation
360,False,0.0,0.0,Object
361,False,0.0,0.5,Object
362,False,0.0,0.0,Object
363,False,0.0,0.0,Object
364,True,1.0,1.0,Both
365,False,0.5,0.5,Object
366,False,0.0,0.0,Relation
367,False,0.0,0.0,Object
368,False,0.0,0.0,Object
369,False,0.0,0.0,Object
370,True,1.0,1.0,Relation
371,False,0.5,0.0,Object
372,False,0.5,0.5,Object
373,False,0.5,0.5,Object
374,False,0.5,0.5,Relation
375,False,0.5,0.0,Relation
376,False,0.0,0.5,Both
377,False,0.0,0.5,Relation
378,False,0.0,0.0,Object
379,False,0.5,0.5,Object
380,False,0.0,0.0,Relation
381,False,0.0,0.0,Relation
382,False,0.0,0.0,Relation
383,False,0.0,0.0,Relation
384,False,0.5,0.5,Object
385,False,0.0,0.0,Relation
386,False,0.0,0.0,Relation
387,False,0.5,0.5,Relation
388,False,0.5,0.5,Relation
389,False,0.0,0.5,Object
390,False,0.0,0.0,Relation
391,False,0.0,0.0,Relation
393,False,0.0,0.0,Object
394,False,0.0,0.0,Relation
395,False,0.0,0.0,Object
396,False,0.0,0.0,Relation
397,False,0.0,0.0,Relation
398,False,0.0,0.0,Relation
399,False,0.5,0.5,Relation
