sample_id,is_correct,image_score,text_score,category
178,False,0.5,0.5,Object
179,True,1.0,1.0,Relation
180,False,0.0,0.0,Relation
181,False,0.0,0.0,Relation
182,True,1.0,1.0,Relation
183,False,0.0,0.5,Relation
184,True,1.0,1.0,Relation
185,True,1.0,1.0,Relation
186,False,0.5,0.5,Relation
187,True,1.0,1.0,Relation
188,False,0.5,0.5,Relation
190,False,0.0,0.5,Relation
191,True,1.0,1.0,Relation
192,False,0.0,0.5,Relation
193,False,0.5,0.5,Relation
194,True,1.0,1.0,Relation
195,True,1.0,1.0,Relation
196,False,0.0,0.0,Relation
197,True,1.0,1.0,Relation
198,True,1.0,1.0,Relation
199,True,1.0,1.0,Relation
201,False,0.0,0.0,Both
202,True,1.0,1.0,Object
203,True,1.0,1.0,Relation
205,True,1.0,1.0,Relation
206,False,0.0,0.0,Relation
207,False,0.5,0.5,Relation
208,False,0.5,0.5,Relation
209,False,0.0,0.0,Object
210,True,1.0,1.0,Object
211,True,1.0,1.0,Object
212,True,1.0,1.0,Object
213,False,0.5,0.5,Object
215,False,0.0,0.0,Relation
216,False,0.5,0.5,Object
217,False,0.5,0.5,Object
218,False,0.0,0.0,Object
219,False,0.5,0.5,Object
220,False,0.0,0.0,Object
224,True,1.0,1.0,Both
225,False,0.5,0.5,Relation
226,False,0.5,0.5,Object
227,False,0.5,0.5,Object
228,True,1.0,1.0,Object
229,False,0.5,0.5,Object
230,False,0.0,0.0,Relation
233,False,0.5,0.0,Object
234,True,1.0,1.0,Object
236,False,0.5,0.5,Object
237,False,0.0,0.5,Relation
238,True,1.0,1.0,Relation
239,False,0.5,0.0,Relation
240,False,0.5,0.5,Relation
241,False,0.5,0.0,Relation
242,True,1.0,1.0,Relation
243,True,1.0,1.0,Object
244,True,1.0,1.0,Relation
245,False,0.5,0.5,Object
247,True,1.0,1.0,Object
248,False,0.0,0.0,Relation
249,True,1.0,1.0,Object
250,True,1.0,1.0,Object
251,False,0.5,0.5,Object
252,True,1.0,1.0,Relation
253,False,0.5,0.5,Relation
254,True,1.0,1.0,Relation
255,False,0.0,0.0,Object
256,True,1.0,1.0,Object
257,False,0.0,0.0,Object
258,False,0.5,0.5,Relation
259,True,1.0,1.0,Relation
260,False,0.5,0.5,Relation
261,True,1.0,1.0,Relation
262,False,0.0,0.5,Both
264,True,1.0,1.0,Object
265,True,1.0,1.0,Object
266,False,0.5,0.5,Relation
268,False,0.5,0.5,Relation
269,True,1.0,1.0,Relation
270,True,1.0,1.0,Relation
271,True,1.0,1.0,Relation
272,True,1.0,1.0,Object
273,False,0.5,0.5,Relation
276,True,1.0,1.0,Relation
278,False,0.0,0.0,Relation
279,False,0.0,0.5,Relation
280,False,0.5,0.5,Relation
282,True,1.0,1.0,Relation
285,True,1.0,1.0,Object
286,True,1.0,1.0,Object
288,False,0.5,0.5,Relation
290,False,0.0,0.0,Object
292,False,0.5,0.5,Relation
293,False,0.0,0.0,Object
297,False,0.0,0.0,Relation
300,False,0.0,0.0,Relation
301,False,0.5,0.5,Object
302,False,0.5,0.5,Object
304,False,0.5,0.5,Relation
305,False,0.0,0.5,Both
307,False,0.0,0.0,Both
308,False,0.5,0.5,Relation
309,True,1.0,1.0,Object
310,False,0.0,0.0,Object
311,False,0.5,0.5,Relation
312,False,0.5,0.5,Relation
313,True,1.0,1.0,Object
314,False,0.0,0.0,Relation
315,True,1.0,1.0,Object
317,False,0.0,0.0,Relation
318,True,1.0,1.0,Relation
319,False,0.5,0.5,Object
320,True,1.0,1.0,Object
321,True,1.0,1.0,Both
322,False,0.5,0.5,Object
324,False,0.0,0.0,Object
327,False,0.0,0.5,Both
328,True,1.0,1.0,Relation
329,True,1.0,1.0,Relation
330,False,0.5,0.5,Relation
331,False,0.5,0.5,Relation
332,False,0.5,0.5,Object
333,False,0.5,0.5,Both
334,True,1.0,1.0,Both
335,False,0.0,0.0,Relation
336,True,1.0,1.0,Relation
337,False,0.0,0.5,Both
338,False,0.5,0.0,Relation
339,True,1.0,1.0,Object
340,False,0.0,0.0,Relation
341,False,0.0,0.0,Relation
343,False,0.5,0.5,Relation
344,False,0.0,0.0,Object
345,False,0.0,0.0,Relation
347,False,0.0,0.0,Relation
348,False,0.5,0.5,Relation
349,True,1.0,1.0,Object
350,True,1.0,1.0,Both
351,False,0.0,0.0,Both
352,False,0.5,0.5,Object
353,False,0.5,0.5,Relation
354,True,1.0,1.0,Object
355,False,0.0,0.0,Relation
357,False,0.0,0.5,Relation
358,True,1.0,1.0,Relation
359,True,1.0,1.0,Relation
360,False,0.5,0.5,Object
361,False,0.0,0.0,Object
363,False,0.5,0.5,Object
364,True,1.0,1.0,Both
365,False,0.5,0.5,Object
366,False,0.0,0.0,Relation
367,False,0.5,0.5,Object
368,True,1.0,1.0,Object
369,False,0.0,0.0,Object
370,True,1.0,1.0,Relation
371,False,0.5,0.5,Object
372,False,0.5,0.5,Object
373,True,1.0,1.0,Object
374,False,0.5,0.5,Relation
375,False,0.0,0.0,Relation
377,False,0.0,0.5,Relation
379,False,0.5,0.5,Object
380,False,0.0,0.0,Relation
382,False,0.5,0.5,Relation
383,False,0.0,0.0,Relation
384,True,1.0,1.0,Object
385,False,0.0,0.0,Relation
387,False,0.0,0.0,Relation
388,True,1.0,1.0,Relation
389,False,0.5,0.0,Object
390,False,0.0,0.0,Relation
391,False,0.0,0.0,Relation
392,False,0.5,0.5,Relation
393,False,0.0,0.0,Object
394,False,0.0,0.0,Relation
395,False,0.5,0.5,Object
396,False,0.5,0.0,Relation
397,False,0.5,0.5,Relation
